Station_Code,Monitoring_Location,State,River_Basin,Year,Spatial_Tags,Primary_Position,Station_Base_Name,Station_Group,Has_US_DS_Pair,Compliance_Label,Compliance_Label_Encoded,Is_Safe,Class_Weight,Binary_Class_Weight,Temperature_Min_C,Temperature_Max_C,Dissolved_Oxygen_Min_mgL,Dissolved_Oxygen_Max_mgL,pH_Min,pH_Max,Conductivity_Min_umho_cm,Conductivity_Max_umho_cm,BOD_Min_mgL,BOD_Max_mgL,Nitrate_N_Min_mgL,Nitrate_N_Max_mgL,Fecal_Coliform_Min_MPN100ml,Fecal_Coliform_Max_MPN100ml,Total_Coliform_Min_MPN100ml,Total_Coliform_Max_MPN100ml,Fecal_Streptococci_Min_MPN100ml,Fecal_Streptococci_Max_MPN100ml,Temperature_Mean_C,Dissolved_Oxygen_Mean_mgL,pH_Mean,Conductivity_Mean_umho_cm,BOD_Mean_mgL,Nitrate_N_Mean_mgL,Fecal_Coliform_Mean_MPN100ml,Total_Coliform_Mean_MPN100ml,Fecal_Streptococci_Mean_MPN100ml,Temperature_Mean_C_MinMax,Dissolved_Oxygen_Mean_mgL_MinMax,pH_Mean_MinMax,Conductivity_Mean_umho_cm_MinMax,BOD_Mean_mgL_MinMax,Nitrate_N_Mean_mgL_MinMax,Fecal_Coliform_Mean_MPN100ml_MinMax,Total_Coliform_Mean_MPN100ml_MinMax,Fecal_Streptococci_Mean_MPN100ml_MinMax,Temperature_Mean_C_Zscore,Dissolved_Oxygen_Mean_mgL_Zscore,pH_Mean_Zscore,Conductivity_Mean_umho_cm_Zscore,BOD_Mean_mgL_Zscore,Nitrate_N_Mean_mgL_Zscore,Fecal_Coliform_Mean_MPN100ml_Zscore,Total_Coliform_Mean_MPN100ml_Zscore,Fecal_Streptococci_Mean_MPN100ml_Zscore
1928,RIVER DHANSIRI NEAR NAGALAND- ASSAM BORDER,NAGALAND,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DHANSIRI NAGALAND- ASSAM BORDER,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHANSIRI NAGALAND- ASSAM BORDER,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,20.1,33.1,2.8,8.8,7.4,8.1,124.0,310.0,1.1,2.8,0.4,4.4,55.0,125.0,360.0,790.0,95.0,240.0,26.6,5.800000000000001,7.75,217.0,1.95,2.4000000000000004,90.0,575.0,167.5,0.780952380952381,0.5087719298245614,0.019881103206315174,0.004179237903676389,0.013220338983050847,0.0060694189795789345,7.499312563015057e-06,7.187185560631722e-06,0.00013954379592448805,0.764435134971815,-0.6067531533679814,-0.004423737311687012,-0.24090164908413608,-0.2534882608052535,0.01696855361573255,-0.09210205791041354,-0.06471837764317029,-0.025050135708415574
1259,"RIVER DHANSIRI AT GOLAGHAT, ASSAM",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER DHANSIRI GOLAGHAT, ASSAM","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHANSIRI GOLAGHAT, ASSAM",False,Class_C,2,1,0.6046910755148741,0.8081039755351682,20.0,32.0,6.0,9.5,6.8,7.4,144.0,228.0,2.3,2.8,0.7,2.1,300.0,910.0,730.0,2000.0,95.0,390.0,26.0,7.75,7.1,186.0,2.55,1.4,605.0,1365.0,242.5,0.7619047619047619,0.6798245614035088,0.01734723711139265,0.0034864230640295002,0.017288135593220337,0.0035404944047543775,5.0412045562490105e-05,1.7061753548282263e-05,0.00020202609260709463,0.6348927651021108,0.529387994481971,-0.11502857321747915,-0.25380512032320357,-0.1818831722936981,-0.08704657006042947,-0.09028958447884455,-0.06428864673888275,-0.021630313763960587
3764,"RIVER DHANSIRI NEAR BRIDGE AT NH- 15, DHANSIRI BHALUKMARI JUNGLE, UDALGURI",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER DHANSIRI BRIDGE NH- 15, DHANSIRI BHALUKMARI JUNGLE, UDALGURI","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHANSIRI BRIDGE NH- 15, DHANSIRI BHALUKMARI JUNGLE, UDALGURI",False,Class_C,2,1,0.6046910755148741,0.8081039755351682,20.0,28.0,6.0,6.6,7.1,7.7,102.0,155.0,2.2,2.6,0.8,1.2,300.0,910.0,910.0,2000.0,95.0,290.0,24.0,6.3,7.4,128.5,2.4000000000000004,1.0,605.0,1455.0,192.5,0.6984126984126984,0.5526315789473684,0.01851671377058766,0.0022013632808134988,0.016271186440677966,0.0025289245748245557,5.0412045562490105e-05,1.818670433168549e-05,0.00016037122815202359,0.20308486553643085,-0.31543491032953247,-0.06398018741480577,-0.2777389782666351,-0.19978444442158688,-0.12865261953089424,-0.09028958447884455,-0.06423969005358418,-0.02391019506026391
30070,RIVER DHANSIRI AT GANESH NAGAR,NAGALAND,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DHANSIRI GANESH NAGAR,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHANSIRI GANESH NAGAR,False,Class_D,3,0,1.4168900804289544,1.3114143920595533,23.1,29.2,6.3,9.5,6.5,7.7,93.0,240.0,2.1,2.1,0.32,0.32,3000.0,3000.0,9000.0,270000.0,95.0,240.0,26.15,7.9,7.1,166.5,2.1,0.32,3000.0,139500.0,167.5,0.7666666666666666,0.6929824561403509,0.01734723711139265,0.003050620181025813,0.01423728813559322,0.0008092558639438578,0.0002499770854338352,0.0017436737142750005,0.00013954379592448805,0.6672783575695365,0.6167834673935061,-0.11502857321747915,-0.26192181997358466,-0.23558698867736466,-0.1993829036306844,-0.08186070318057712,0.010851705746887798,-0.025050135708415574
30071,RIVER DHANSIRI AT NAGARJAN BRIDGE,NAGALAND,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DHANSIRI NAGARJAN BRIDGE,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHANSIRI NAGARJAN BRIDGE,False,Class_D,3,0,1.4168900804289544,1.3114143920595533,25.0,30.3,5.4,8.7,6.7,7.7,100.0,220.0,1.6,2.0,0.32,0.32,1000.0,1000.0,8000.0,360000.0,95.0,240.0,27.65,7.05,7.2,160.0,1.8,0.32,1000.0,184000.0,167.5,0.8142857142857142,0.6184210526315789,0.017737062664457653,0.0029053525533579167,0.012203389830508475,0.0008092558639438578,8.332569514461175e-05,0.002299899379402151,0.00013954379592448805,0.9911342822437964,0.12154245422814168,-0.09801244461658798,-0.2646273865237117,-0.27138953293314244,-0.1993829036306844,-0.08889943495366057,0.035058066811185694,-0.025050135708415574
30072,RIVER DHANSIRI AT KHATKATI GATE,NAGALAND,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DHANSIRI KHATKATI GATE,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHANSIRI KHATKATI GATE,False,Non_Compliant,5,0,0.6375150784077201,1.3114143920595533,26.1,30.0,4.2,8.6,6.7,7.7,101.0,280.0,1.1,8.7,0.32,0.78,3000.0,3000.0,13000.0,70000.0,95.0,240.0,28.05,6.4,7.2,190.5,4.8999999999999995,0.55,3000.0,41500.0,167.5,0.8269841269841269,0.5614035087719298,0.017737062664457653,0.0035869929601072747,0.033220338983050844,0.0013909085161535057,0.0002499770854338352,0.0005187273056803765,0.00013954379592448805,1.0774958621569328,-0.2571712617218423,-0.09801244461658798,-0.2519320357885002,0.09857009104322742,-0.17545942518516713,-0.08186070318057712,-0.04245668491156599,-0.025050135708415574
30073,RIVER DHANSIRI AT BOKAJAN,ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DHANSIRI BOKAJAN,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHANSIRI BOKAJAN,False,Non_Compliant,5,0,0.6375150784077201,1.3114143920595533,24.2,30.1,4.7,7.8,6.8,7.4,42.0,270.0,2.0,7.5,0.32,4.01,3000.0,3000.0,15000.0,60000.0,95.0,240.0,27.15,6.25,7.1,156.0,4.75,2.165,3000.0,37500.0,167.5,0.7984126984126984,0.5482456140350876,0.01734723711139265,0.0028159570901776735,0.03220338983050847,0.005475121704495163,0.0002499770854338352,0.00046872949308467756,0.00013954379592448805,0.8831823073523765,-0.34456673463337734,-0.11502857321747915,-0.26629235055455913,0.08066881891533861,-0.007475000448165547,-0.08186070318057712,-0.04463253759150288,-0.025050135708415574
30074,RIVER DHANSIRI AT NUMALIGARH,ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DHANSIRI NUMALIGARH,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHANSIRI NUMALIGARH,False,Class_D,3,0,1.4168900804289544,1.3114143920595533,24.6,30.1,4.0,8.5,6.8,7.5,120.0,162.0,1.2,2.5,0.32,0.37,3000.0,3000.0,12000.0,20000.0,95.0,240.0,27.35,6.25,7.15,141.0,1.85,0.345,3000.0,16000.0,167.5,0.8047619047619048,0.5482456140350876,0.017542149887925153,0.0024807241032517597,0.012542372881355932,0.0008724789783144716,0.0002499770854338352,0.00019999125038279574,0.00013954379592448805,0.9263630973089451,-0.34456673463337734,-0.10652050891703349,-0.2725359656702369,-0.2654224422238461,-0.19678252553878034,-0.08186070318057712,-0.056327745746163664,-0.025050135708415574
1528,"RIVER BHARALU AT GUWAHATI, ASSAM",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER BHARALU GUWAHATI, ASSAM","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER BHARALU GUWAHATI, ASSAM",False,Non_Compliant,5,0,0.6375150784077201,1.3114143920595533,19.0,32.0,0.4,1.6,6.8,7.8,542.0,720.0,34.2,38.6,2.2,2.9,2100.0,3600.0,4200.0,4400.0,460.0,460.0,25.5,1.0,7.3,631.0,36.400000000000006,2.55,2850.0,4300.0,460.0,0.746031746031746,0.08771929824561403,0.018126888217522657,0.0134316683428316,0.24677966101694918,0.0064487576658026164,0.00023747823116214347,5.3747648540376356e-05,0.00038322475298665376,0.5269407902106908,-3.4034082865370965,-0.08099631601569694,-0.06857787189142889,3.8578372378998895,0.03257082216715679,-0.08238860806355837,-0.06269211483497907,-0.011712830125041125
3759,"RIVER DIKRONG NEAR BRIDGE AT NH- 52, BANDARDEWA",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER DIKRONG BRIDGE NH- 52, BANDARDEWA","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DIKRONG BRIDGE NH- 52, BANDARDEWA",False,Class_C,2,1,0.6046910755148741,0.8081039755351682,20.0,28.0,5.6,6.6,7.0,7.8,146.0,162.0,2.1,2.7,0.7,1.3,300.0,920.0,720.0,2000.0,120.0,290.0,24.0,6.1,7.4,154.0,2.4000000000000004,1.0,610.0,1360.0,205.0,0.6984126984126984,0.5350877192982455,0.01851671377058766,0.002771259358587552,0.016271186440677966,0.0025289245748245557,5.0828674038213165e-05,1.699925628253764e-05,0.00017078494426579134,0.20308486553643085,-0.4319622075449124,-0.06398018741480577,-0.2671248325699828,-0.19978444442158688,-0.12865261953089424,-0.09027198764941184,-0.06429136655473268,-0.02334022473618808
3786,"RIVER GAI NADI AT SOMARAJAN, DHEMAJI",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER GAI NADI SOMARAJAN, DHEMAJI","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER GAI NADI SOMARAJAN, DHEMAJI",False,Class_C,2,1,0.6046910755148741,0.8081039755351682,22.0,24.0,4.4,9.7,6.8,8.0,158.0,260.0,2.0,2.8,0.7,1.2,300.0,940.0,730.0,1400.0,120.0,290.0,23.0,7.05,7.4,209.0,2.4,0.95,620.0,1065.0,205.0,0.6666666666666666,0.6184210526315789,0.01851671377058766,0.004000446977315901,0.016271186440677966,0.002402478346083328,5.166193098965928e-05,1.3311917603604842e-05,0.00017078494426579134,-0.012819084246409134,0.12154245422814168,-0.06398018741480577,-0.2442315771458309,-0.19978444442158694,-0.13385337571470235,-0.09023679399054642,-0.06445183568987803,-0.02334022473618808
3807,RIVER DIGARU AT NH CROSSING,ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DIGARU NH CROSSING,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DIGARU NH CROSSING,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,19.0,30.0,4.2,9.4,6.9,7.5,72.0,146.0,2.3,2.6,0.8,1.6,360.0,910.0,1100.0,2000.0,120.0,290.0,24.5,6.800000000000001,7.2,109.0,2.45,1.2000000000000002,635.0,1550.0,205.0,0.7142857142857142,0.5964912280701755,0.017737062664457653,0.0017655603978098111,0.016610169491525426,0.0030347094897894672,5.291181641682846e-05,1.937415238083334e-05,0.00017078494426579134,0.31103684042785085,-0.024116667291082524,-0.09801244461658798,-0.2858556779170162,-0.1938173537122906,-0.10784959479566184,-0.0901840035022483,-0.06418801355243568,-0.02334022473618808
1530,"RIVER DIGBOI AT LAKHIPATHE, RESERVE FOREST, DIGBOI, ASSAM",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER DIGBOI LAKHIPATHE, RESERVE FOREST, DIGBOI, ASSAM","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DIGBOI LAKHIPATHE, RESERVE FOREST, DIGBOI, ASSAM",False,Non_Compliant,5,0,0.6375150784077201,1.3114143920595533,23.0,23.0,2.0,6.6,6.6,7.7,262.0,354.0,3.0,4.4,0.9,1.3,620.0,1100.0,1100.0,2000.0,210.0,290.0,23.0,4.3,7.15,308.0,3.7,1.1,860.0,1550.0,250.0,0.6666666666666666,0.3771929824561403,0.017542149887925153,0.0062129846910269305,0.025084745762711864,0.0027818170323070115,7.16600978243661e-05,1.937415238083334e-05,0.0002082743222753553,-0.012819084246409134,-1.4807078824833302,-0.10652050891703349,-0.20302371738235744,-0.044640085979883413,-0.11825110716327804,-0.08939214617777641,-0.06418801355243568,-0.02128833156951509
2231,"RIVER DIKHOW AT DIKHOW BRIDGE SIVASAGAR, ASSAM",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER DIKHOW DIKHOW BRIDGE SIVASAGAR, ASSAM","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DIKHOW DIKHOW BRIDGE SIVASAGAR, ASSAM",False,Class_C,2,1,0.6046910755148741,0.8081039755351682,17.0,29.0,5.3,7.7,6.9,7.8,176.0,268.0,2.0,2.6,0.8,1.4,360.0,1100.0,720.0,1600.0,140.0,390.0,23.0,6.5,7.35,222.0,2.3,1.1,730.0,1160.0,265.0,0.6666666666666666,0.5701754385964912,0.018321800994055157,0.004290982232651693,0.01559322033898305,0.0027818170323070115,6.082775745556657e-05,1.4499365652752691e-05,0.0002207707816118766,-0.012819084246409134,-0.19890761311415261,-0.07248825171525143,-0.23882044404557684,-0.21171862584017953,-0.11825110716327804,-0.08984966374302683,-0.06440015918872953,-0.02060436718062409
3776,"RIVER DIKHOW AT NAGINI MORA (INTER-STATE BOUNDARIES, ASSAM- NAGALAND)",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER DIKHOW NAGINI MORA (INTER-STATE BOUNDARIES, ASSAM- NAGALAND)","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DIKHOW NAGINI MORA (INTER-STATE BOUNDARIES, ASSAM- NAGALAND)",False,Class_C,2,1,0.6046910755148741,0.8081039755351682,17.0,30.0,6.2,7.5,6.6,7.6,138.0,283.0,2.2,2.6,0.8,1.2,360.0,1500.0,730.0,2100.0,270.0,350.0,23.5,6.85,7.1,210.5,2.4000000000000004,1.0,930.0,1415.0,310.0,0.6825396825396826,0.6008771929824561,0.01734723711139265,0.0040339702760084925,0.016271186440677966,0.0025289245748245557,7.749289648448892e-05,1.76867262057285e-05,0.0002582601596214406,0.09513289064501085,0.005015157012761801,-0.11502857321747915,-0.24360721563426313,-0.19978444442158688,-0.12865261953089424,-0.08914579056571849,-0.06426144858038355,-0.0185524740139511
3778,RIVER DIKHOW AT DIKHOWMUKH CONFLUENCE WITH BRAHAMPUTRA,ASSAM,Tributary-Brahmaputra_Tributaries,2022,CONFLUENCE,UNSPECIFIED,RIVER DIKHOW DIKHOWMUKH WITH BRAHAMPUTRA,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DIKHOW DIKHOWMUKH WITH BRAHAMPUTRA,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,15.0,30.0,5.1,7.8,6.8,7.8,144.0,224.0,2.1,2.9,0.8,1.2,300.0,730.0,360.0,1500.0,110.0,270.0,22.5,6.449999999999999,7.3,184.0,2.5,1.0,515.0,930.0,190.0,0.6507936507936507,0.5657894736842104,0.018126888217522657,0.0034417253324393786,0.01694915254237288,0.0025289245748245557,4.2912732999475046e-05,1.1624491428500003e-05,0.00015828848492927002,-0.12077105913782912,-0.22803943741799795,-0.08099631601569694,-0.25463760233862726,-0.18785026300299434,-0.12865261953089424,-0.09060632740863331,-0.06452527071782589,-0.024024189125079077
2524,"RIVER KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT, COOCHBEHAR",WEST BENGAL,Tributary-Brahmaputra_Tributaries,2022,DOWNSTREAM|DISCHARGE,DOWNSTREAM,"RIVER KALJANI ALIPURDWAR, MUNICIPALITY POINT, COOCHBEHAR","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER KALJANI ALIPURDWAR, MUNICIPALITY POINT, COOCHBEHAR",False,Class_D,3,0,1.4168900804289544,1.3114143920595533,16.0,29.0,6.1,8.9,6.84,7.47,70.0,154.0,1.2,2.3,0.0,1.75,600.0,28000.0,3400.0,160000.0,25.0,220.0,22.5,7.5,7.154999999999999,112.0,1.75,0.875,14300.0,81700.0,122.5,0.6507936507936507,0.6578947368421052,0.0175616411655784,0.0018326069951949935,0.011864406779661017,0.0022128090029714864,0.001191557440567948,0.0010212053222671508,0.0001020544179149241,-0.12077105913782912,0.38372887296274627,-0.1056697024869891,-0.28460695489388066,-0.2773566236424387,-0.14165450999041448,-0.0420918686626556,-0.020589365478200256,-0.027102028875088564
1298,"RIVER DISANG AT GUDAMGHAT, ASSAM",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER DISANG GUDAMGHAT, ASSAM","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DISANG GUDAMGHAT, ASSAM",False,Class_C,2,1,0.6046910755148741,0.8081039755351682,15.0,29.0,6.0,7.5,6.9,7.5,114.0,348.0,2.0,2.7,0.8,1.3,300.0,1100.0,730.0,2100.0,110.0,420.0,22.0,6.75,7.2,231.0,2.35,1.05,700.0,1415.0,265.0,0.6349206349206349,0.5921052631578947,0.017737062664457653,0.004492122024807241,0.015932203389830507,0.0026553708035657836,5.8327986601228224e-05,1.76867262057285e-05,0.0002207707816118766,-0.22872303402924912,-0.05324849159492788,-0.09801244461658798,-0.23507427497617014,-0.2057515351308832,-0.12345186334708615,-0.08995524471962309,-0.06426144858038355,-0.02060436718062409
2058,"RIVER DISANG AT DILLIGHAT, DIBRUGARH DIST., ASSAM",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER DISANG DILLIGHAT, DIBRUGARH DIST., ASSAM","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DISANG DILLIGHAT, DIBRUGARH DIST., ASSAM",False,Class_C,2,1,0.6046910755148741,0.8081039755351682,23.0,24.0,5.3,9.3,6.9,7.7,156.0,198.0,2.0,2.8,0.7,1.8,300.0,940.0,720.0,1900.0,95.0,290.0,23.5,7.300000000000001,7.300000000000001,177.0,2.4,1.25,620.0,1310.0,192.5,0.6825396825396826,0.6403508771929824,0.01812688821752266,0.003285283271873952,0.016271186440677966,0.0031611557185306947,5.166193098965928e-05,1.6374283625091403e-05,0.00016037122815202359,0.09513289064501085,0.2672015757473669,-0.08099631601569679,-0.25755128939261024,-0.19978444442158694,-0.10264883861185375,-0.09023679399054642,-0.06431856471323188,-0.02391019506026391
4005,RIVER DISANG AT NH CROSSING,ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DISANG NH CROSSING,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DISANG NH CROSSING,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,16.0,31.0,4.5,7.7,6.6,7.7,110.0,303.0,2.0,2.7,0.7,1.2,300.0,910.0,360.0,2300.0,110.0,340.0,23.5,6.1,7.15,206.5,2.35,0.95,605.0,1330.0,225.0,0.6825396825396826,0.5350877192982455,0.017542149887925153,0.003944574812828249,0.015932203389830507,0.002402478346083328,5.0412045562490105e-05,1.6624272688069897e-05,0.00018744689004781978,0.09513289064501085,-0.4319622075449124,-0.10652050891703349,-0.24527217966511056,-0.2057515351308832,-0.13385337571470235,-0.09028958447884455,-0.0643076854498322,-0.022428272217666752
3763,"RIVER GABHARU NEAR BRIDGE AT NH- 52, NEAR TUMIUKI, SONITPUR",ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,"RIVER GABHARU BRIDGE NH- 52, TUMIUKI, SONITPUR","TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER GABHARU BRIDGE NH- 52, TUMIUKI, SONITPUR",False,Class_D,3,0,1.4168900804289544,1.3114143920595533,20.0,32.0,5.0,6.0,7.0,8.0,106.0,125.0,2.1,2.8,0.8,1.1,210.0,910.0,1100.0,1200610.0,150.0,290.0,26.0,5.5,7.5,115.5,2.45,0.9500000000000001,560.0,600855.0,220.0,0.7619047619047619,0.48245614035087714,0.018906539323652664,0.0019108280254777068,0.016610169491525426,0.0024024783460833282,4.666238928098258e-05,0.0075103589217971715,0.00018328140360231266,0.6348927651021108,-0.7815440991910515,-0.04696405881391474,-0.28315011136688917,-0.1938173537122906,-0.13385337571470232,-0.09044795594373893,0.2618118340349587,-0.02265626034729708
4011,RIVER TOCKLAI NEAR BRIDGE AT JORHAT,ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER TOCKLAI BRIDGE JORHAT,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER TOCKLAI BRIDGE JORHAT,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,16.0,31.0,4.0,5.5,6.7,7.8,143.0,331.0,2.2,2.8,0.7,1.0,360.0,1500.0,910.0,3500.0,280.0,420.0,23.5,4.75,7.25,237.0,2.5,0.85,930.0,2205.0,350.0,0.6825396825396826,0.41666666666666663,0.017931975440990157,0.0046262152195776065,0.01694915254237288,0.0021495858886008724,7.749289648448892e-05,2.7561294193379038e-05,0.0002915840511854974,0.09513289064501085,-1.2185214637487256,-0.08950438031614247,-0.23257682892989903,-0.18785026300299434,-0.14425488808231854,-0.08914579056571849,-0.06383171767609601,-0.01672856897690844
4012,RIVER TUNIA AT D/S BRPL,ASSAM,Tributary-Brahmaputra_Tributaries,2022,DOWNSTREAM,DOWNSTREAM,RIVER TUNIA BRPL,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER TUNIA BRPL,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,23.0,32.0,5.1,5.3,6.9,7.7,148.0,188.0,1.9,2.8,0.7,2.6,300.0,930.0,720.0,2100.0,120.0,290.0,27.5,5.199999999999999,7.300000000000001,168.0,2.3499999999999996,1.65,615.0,1410.0,205.0,0.8095238095238095,0.4561403508771929,0.01812688821752266,0.003084143479718404,0.015932203389830507,0.004172725548460517,5.1245302513936225e-05,1.7624228939983876e-05,0.00017078494426579134,0.9587486897763707,-0.9563350450141216,-0.08099631601569679,-0.2612974584620169,-0.20575153513088326,-0.06104278914138898,-0.09025439081997913,-0.06426416839623347,-0.02334022473618808
4329,RIVER LARSING NEAR LOCL DEPO AT MOINARBOND,ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER LARSING LOCL DEPO MOINARBOND,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER LARSING LOCL DEPO MOINARBOND,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,19.0,24.0,5.0,6.4,7.1,7.3,96.0,120.0,2.0,2.5,0.7,0.9,360.0,930.0,910.0,2000.0,120.0,290.0,21.5,5.7,7.199999999999999,108.0,2.25,0.8,645.0,1455.0,205.0,0.6190476190476191,0.5,0.01773706266445765,0.0017432115320147503,0.015254237288135592,0.0020231396598596445,5.374507336827458e-05,1.818670433168549e-05,0.00017078494426579134,-0.3366750089206691,-0.6650168019756716,-0.09801244461658813,-0.2862719189247281,-0.2176857165494758,-0.14945564426612665,-0.09014880984338287,-0.06423969005358418,-0.02334022473618808
4331,RIVER DHATESHWARI D/S OF HAILAKANDI,ASSAM,Tributary-Brahmaputra_Tributaries,2022,DOWNSTREAM,DOWNSTREAM,RIVER DHATESHWARI HAILAKANDI,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DHATESHWARI HAILAKANDI,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,21.0,25.0,4.0,5.1,6.8,7.3,140.0,166.0,2.1,2.7,0.7,1.2,300.0,910.0,910.0,2000.0,120.0,290.0,23.0,4.55,7.05,153.0,2.4000000000000004,0.95,605.0,1455.0,205.0,0.6666666666666666,0.3991228070175438,0.017152324334860147,0.00274891049279249,0.016271186440677966,0.002402478346083328,5.0412045562490105e-05,1.818670433168549e-05,0.00017078494426579134,-0.012819084246409134,-1.3350487609641055,-0.12353663751792467,-0.2675410735776947,-0.19978444442158688,-0.13385337571470235,-0.09028958447884455,-0.06423969005358418,-0.02334022473618808
4332,RIVER DEMOW AT DEMOW TOWN,ASSAM,Tributary-Brahmaputra_Tributaries,2022,NONE,UNSPECIFIED,RIVER DEMOW DEMOW TOWN,TRIBUTARY-BRAHMAPUTRA_TRIBUTARIES|RIVER DEMOW DEMOW TOWN,False,Class_C,2,1,0.6046910755148741,0.8081039755351682,18.0,32.0,4.8,7.4,6.7,8.0,112.0,224.0,2.3,2.8,0.8,1.1,360.0,1500.0,730.0,2100.0,110.0,340.0,25.0,6.1,7.35,168.0,2.55,0.9500000000000001,930.0,1415.0,225.0,0.7301587301587301,0.5350877192982455,0.018321800994055157,0.003084143479718404,0.017288135593220337,0.0024024783460833282,7.749289648448892e-05,1.76867262057285e-05,0.00018744689004781978,0.4189888153192708,-0.4319622075449124,-0.07248825171525143,-0.2612974584620169,-0.1818831722936981,-0.13385337571470232,-0.08914579056571849,-0.06426144858038355,-0.022428272217666752
