station_code,monitoring_location,state,river_basin,year,spatial_tags,primary_position,station_base_name,station_group,has_us_ds_pair,compliance_label,compliance_label_encoded,is_safe,class_weight,binary_class_weight,temperature_min_c,temperature_max_c,dissolved_oxygen_min_mgl,dissolved_oxygen_max_mgl,ph_min,ph_max,conductivity_min_umho_cm,conductivity_max_umho_cm,bod_min_mgl,bod_max_mgl,nitrate_n_min_mgl,nitrate_n_max_mgl,fecal_coliform_min_mpn100ml,fecal_coliform_max_mpn100ml,total_coliform_min_mpn100ml,total_coliform_max_mpn100ml,fecal_streptococci_min_mpn100ml,fecal_streptococci_max_mpn100ml,temperature_mean_c,dissolved_oxygen_mean_mgl,ph_mean,conductivity_mean_umho_cm,bod_mean_mgl,nitrate_n_mean_mgl,fecal_coliform_mean_mpn100ml,total_coliform_mean_mpn100ml,fecal_streptococci_mean_mpn100ml,temperature_mean_c_minmax,dissolved_oxygen_mean_mgl_minmax,ph_mean_minmax,conductivity_mean_umho_cm_minmax,bod_mean_mgl_minmax,nitrate_n_mean_mgl_minmax,fecal_coliform_mean_mpn100ml_minmax,total_coliform_mean_mpn100ml_minmax,fecal_streptococci_mean_mpn100ml_minmax,temperature_mean_c_zscore,dissolved_oxygen_mean_mgl_zscore,ph_mean_zscore,conductivity_mean_umho_cm_zscore,bod_mean_mgl_zscore,nitrate_n_mean_mgl_zscore,fecal_coliform_mean_mpn100ml_zscore,total_coliform_mean_mpn100ml_zscore,fecal_streptococci_mean_mpn100ml_zscore,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,season,latitude,longitude,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
2551,"RIVER GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA BUXAR, RAMREKHAGHAT","GANGA|RIVER GANGA BUXAR, RAMREKHAGHAT",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,14.0,33.0,5.2,11.0,7.01,8.48,216.0,553.0,1.1,2.7,0.0,2.85,330.0,350000.0,1100.0,540000.0,11.0,9200.0,23.5,8.1,7.745,384.5,1.9,1.425,175165.0,270550.0,4605.5,0.6825396825396826,0.7105263157894736,0.0198616119286619,0.007922672924349,0.0128813559322033,0.0036037175191249,0.0145957453900059,0.0033817270494415,0.0038368295649565,0.0951328906450108,0.7333107646088854,-0.0052745437417315,-0.1711812802924006,-0.2594553515145498,-0.0844461919685254,0.5240509246758792,0.0821380791733201,0.1773121281514675,india_water_quality_preprocessed_phase1.csv,5.2,1.9,,14.0,,,330.0,1100.0,11.0,,,,2551,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
3113,RIVER GANGA AT D/S BUXAR NEAR VEER KUNWAR SINGH ROAD BRIDGE,BIHAR,Ganga,2022,DOWNSTREAM,DOWNSTREAM,RIVER GANGA BUXAR VEER KUNWAR SINGH ROAD BRIDGE,GANGA|RIVER GANGA BUXAR VEER KUNWAR SINGH ROAD BRIDGE,False,Class_D,3,0,1.4168900804289544,1.3114143920595531,15.0,33.0,5.8,11.9,6.98,8.42,210.0,589.0,1.2,2.5,0.0,0.63,170.0,350000.0,330.0,540000.0,4.0,2800.0,24.0,8.85,7.7,399.5,1.85,0.315,175085.0,270165.0,1402.0,0.6984126984126984,0.7763157894736842,0.0196861904297826,0.008257905911275,0.0125423728813559,0.0007966112410697,0.0145890793343943,0.0033769147599792,0.0011680023993201,0.2030848655364308,1.1702881291665597,-0.0129318016121325,-0.1649376651767229,-0.2654224422238461,-0.1999029792490652,0.5237693754049558,0.0819286533528762,0.0312401334973135,india_water_quality_preprocessed_phase1.csv,5.8,1.85,,15.0,,,170.0,330.0,4.0,,,,3113,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
10131,"RIVER GANGA D/S OF M/S NTPC, BARH WATER INTAKE POINT,PATHANICHAK, BINDTOLA BARH",BIHAR,Ganga,2022,DOWNSTREAM,DOWNSTREAM,"RIVER GANGA M/S NTPC, BARH WATER INTAKE POINT,PATHANICHAK, BINDTOLA BARH","GANGA|RIVER GANGA M/S NTPC, BARH WATER INTAKE POINT,PATHANICHAK, BINDTOLA BARH",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,10.0,34.0,5.0,11.8,7.02,8.31,188.0,495.0,1.1,2.9,0.0,0.54,78.0,350000.0,130.0,540000.0,2.0,1300.0,22.0,8.4,7.665,341.5,2.0,0.27,175039.0,270065.0,651.0,0.6349206349206349,0.7368421052631579,0.0195497514862099,0.0069616716951614,0.0135593220338983,0.0006828096352026,0.0145852463524176,0.0033756648146643,0.000542346335205,-0.2287230340292491,0.9081017104319556,-0.0188874466224444,-0.1890796436240103,-0.2475211700959572,-0.2045836598144924,0.5236074845741749,0.0818742570358777,-0.0030036835731624,india_water_quality_preprocessed_phase1.csv,5.0,2.0,,10.0,,,78.0,130.0,2.0,,,,10131,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
30076,RIVER GANGA AT MANJHIGHAT DIST. CHHAPRA(BIHAR),BIHAR,Ganga,2022,NONE,UNSPECIFIED,RIVER GANGA MANJHIGHAT DIST. CHHAPRA(BIHAR),GANGA|RIVER GANGA MANJHIGHAT DIST. CHHAPRA(BIHAR),False,Non_Compliant,5,0,0.6375150784077201,1.3114143920595531,21.0,28.9,6.7,8.4,7.5,8.05,312.0,614.0,2.3,6.9,0.32,1.22,780.0,17000.0,1300.0,1300000.0,7.0,1300.0,24.95,7.550000000000001,7.775,463.0,4.6,0.77,8890.0,650650.0,653.5,0.7285714285714285,0.662280701754386,0.0199785595945814,0.0096770588892613,0.0311864406779661,0.0019472719226149,0.0007407654298355,0.0081327691913478,0.0005444290784277,0.4081936178301286,0.4128606972665916,-0.0001697051614641,-0.1385063611870202,0.0627675467874497,-0.1525760979764115,-0.0611316381088463,0.288898480084323,-0.0028896895083472,india_water_quality_preprocessed_phase1.csv,6.7,4.6,,21.0,,,780.0,1300.0,7.0,,,,30076,,,,,,,Non-Compliant,Insufficient_Data,2,"DO, BOD",pH,Medium,BOD (4.6 > 3),1,1.7,Low Risk,Medium
10162,RIVER GANGA AT ARA- CHAPRA ROAD BRIDGE (KOIILWAR BARHARA- CHAPRA ROAD),BIHAR,Ganga,2022,NONE,UNSPECIFIED,RIVER GANGA ARA- CHAPRA ROAD BRIDGE (KOIILWAR BARHARA- CHAPRA ROAD),GANGA|RIVER GANGA ARA- CHAPRA ROAD BRIDGE (KOIILWAR BARHARA- CHAPRA ROAD),False,Class_D,3,0,1.4168900804289544,1.3114143920595531,15.0,32.0,6.6,11.5,6.96,8.65,163.0,577.0,1.1,2.2,0.0,0.4,130.0,92000.0,230.0,160000.0,2.0,1300.0,23.5,9.05,7.805,370.0,1.65,0.2,46065.0,80115.0,651.0,0.6825396825396826,0.793859649122807,0.0200955072605009,0.0075986143703207,0.0111864406779661,0.0005057849149649,0.0038383981468365,0.0010013936890261,0.000542346335205,0.0951328906450108,1.28681542638194,0.004935133418803,-0.1772167749042225,-0.2892908050610312,-0.2118647184718238,0.0697007887233423,-0.0214515471026252,-0.0030036835731624,india_water_quality_preprocessed_phase1.csv,6.6,1.65,,15.0,,,130.0,230.0,2.0,,,,10162,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
2564,"RIVER GANGA AT THE BALUGHAT, DORIGANJ, SARAN",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA THE BALUGHAT, DORIGANJ, SARAN","GANGA|RIVER GANGA THE BALUGHAT, DORIGANJ, SARAN",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,15.0,32.0,5.8,10.4,7.08,8.45,163.0,587.0,1.4,2.9,0.0,0.46,490.0,350000.0,790.0,540000.0,4.0,9200.0,23.5,8.1,7.765,375.0,2.15,0.23,175245.0,270395.0,4602.0,0.6825396825396826,0.7105263157894736,0.0199395770392749,0.007710358699296,0.0145762711864406,0.0005816526522096,0.0146024114456174,0.0033797896342035,0.0038339137244447,0.0951328906450108,0.7333107646088854,-0.0018713180215534,-0.1751355698656632,-0.2296198979680684,-0.2087442647615389,0.5243324739468026,0.0820537648819725,0.1771525364607262,india_water_quality_preprocessed_phase1.csv,5.8,2.15,,15.0,,,490.0,790.0,4.0,,,,2564,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
10114,"RIVER GANGA AT MAA AMBIKA ASTHAN, AAMI, SARAN",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA MAA AMBIKA ASTHAN, AAMI, SARAN","GANGA|RIVER GANGA MAA AMBIKA ASTHAN, AAMI, SARAN",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,15.0,31.0,5.9,9.1,6.99,8.41,170.0,563.0,1.2,2.8,0.0,0.51,790.0,350000.0,1300.0,920000.0,14.0,9200.0,23.0,7.5,7.7,366.5,2.0,0.255,175395.0,460650.0,4607.0,0.6666666666666666,0.6578947368421052,0.0196861904297826,0.0075203933400379,0.0135593220338983,0.0006448757665802,0.0146149102998891,0.0057578730930521,0.0038380792108902,-0.0128190842464091,0.3837288729627462,-0.0129318016121325,-0.178673618431214,-0.2475211700959572,-0.2061438866696349,0.5248603788297838,0.1855454777873208,0.1773805245903565,india_water_quality_preprocessed_phase1.csv,5.9,2.0,,15.0,,,790.0,1300.0,14.0,,,,10114,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
3114,"RIVER GANGA NEAR DANAPUR (NEAR PIPA PUL) ,PATNA",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA DANAPUR ( PIPA PUL) ,PATNA","GANGA|RIVER GANGA DANAPUR ( PIPA PUL) ,PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,13.0,32.0,5.4,12.0,6.97,8.5,198.0,494.0,1.2,2.9,0.0,0.5,130.0,350000.0,170.0,540000.0,9.0,5400.0,22.5,8.7,7.734999999999999,346.0,2.05,0.25,175065.0,270085.0,2704.5,0.6507936507936507,0.763157894736842,0.0198226293733554,0.0070622415912392,0.0138983050847457,0.0006322311437061,0.0145874128204914,0.0033759148037273,0.0022531116183747,-0.1207710591378291,1.0828926562550245,-0.0069761566018207,-0.187206559089307,-0.2415540793866609,-0.2066639622880157,0.523698988087225,0.0818851362992774,0.0906310412660151,india_water_quality_preprocessed_phase1.csv,5.4,2.05,,13.0,,,130.0,170.0,9.0,,,,3114,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
1077,"RIVER GANGA AT DIGHA, NEAR J P SETU, PATNA U/S",BIHAR,Ganga,2022,UPSTREAM,UPSTREAM,"RIVER GANGA DIGHA, J P SETU, PATNA","GANGA|RIVER GANGA DIGHA, J P SETU, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,13.0,35.0,5.7,10.4,7.14,8.47,185.0,502.0,1.3,2.9,0.0,0.51,1400.0,350000.0,1700.0,540000.0,6.0,5400.0,24.0,8.05,7.805,343.5,2.1,0.255,175700.0,270850.0,2703.0,0.6984126984126984,0.706140350877193,0.0200955072605009,0.0070063694267515,0.0142372881355932,0.0006448757665802,0.0146403246369082,0.0033854768853862,0.0022518619724411,0.2030848655364308,0.7041789403050411,0.004935133418803,-0.1882471616085866,-0.2355869886773646,-0.2061438866696349,0.525933785425179,0.0823012681243154,0.090562644827126,india_water_quality_preprocessed_phase1.csv,5.7,2.1,,13.0,,,1400.0,1700.0,6.0,,,,1077,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
2552,"RIVER GANGA AT GANDHIGHAT, NIT PATNA",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA GANDHIGHAT, NIT PATNA","GANGA|RIVER GANGA GANDHIGHAT, NIT PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,14.0,35.0,5.6,9.7,6.98,8.25,195.0,495.0,1.5,2.7,0.0,0.69,17000.0,350000.0,28000.0,920000.0,6.0,9200.0,24.5,7.649999999999999,7.615,345.0,2.1,0.345,183500.0,474000.0,4603.0,0.7142857142857142,0.6710526315789472,0.0193548387096774,0.0070398927254441,0.0142372881355932,0.0008724789783144,0.0152902650590362,0.0059247407925903,0.0038347468217338,0.3110368404278508,0.4711243458742808,-0.0273955109228899,-0.1876228000970189,-0.2355869886773646,-0.1967825255387803,0.5533848393402045,0.1928073861066101,0.1771981340866523,india_water_quality_preprocessed_phase1.csv,5.6,2.1,,14.0,,,17000.0,28000.0,6.0,,,,2552,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
10115,"RIVER GANGA AT GULABI GHAT, PATNA",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA GULABI GHAT, PATNA","GANGA|RIVER GANGA GULABI GHAT, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,14.0,35.0,5.5,9.3,7.08,8.34,199.0,521.0,1.3,3.0,0.0,0.38,1300.0,350000.0,2400.0,920000.0,93.0,9200.0,24.5,7.4,7.71,360.0,2.15,0.19,175650.0,461200.0,4646.5,0.7142857142857142,0.6491228070175439,0.0197251729850891,0.00737512571237,0.0145762711864406,0.0004804956692166,0.014636158352151,0.005764747792284,0.0038709865538097,0.3110368404278508,0.3254652243550566,-0.0112301887520434,-0.1813791849813411,-0.2296198979680684,-0.2129048697085854,0.5257578171308519,0.1858446575308121,0.1791816308144362,india_water_quality_preprocessed_phase1.csv,5.5,2.15,,14.0,,,1300.0,2400.0,93.0,,,,10115,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
1079,"RIVER GANGA AT PATNA D/S (GANGA BRIDGE), GAIGHAT, PATNA",BIHAR,Ganga,2022,DOWNSTREAM,DOWNSTREAM,"RIVER GANGA PATNA (GANGA BRIDGE), GAIGHAT, PATNA","GANGA|RIVER GANGA PATNA (GANGA BRIDGE), GAIGHAT, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,14.0,34.0,5.2,10.1,7.12,8.44,172.0,516.0,1.3,2.9,0.0,0.55,8400.0,350000.0,15000.0,540000.0,93.0,5400.0,24.0,7.65,7.779999999999999,344.0,2.1,0.275,179200.0,277500.0,2746.5,0.6984126984126984,0.6710526315789473,0.0199980508722346,0.0070175438596491,0.0142372881355932,0.0006954542580767,0.0149319645699144,0.0034685982488266,0.002288101704517,0.2030848655364308,0.4711243458742813,0.0006811012685802,-0.1880390411047307,-0.2355869886773646,-0.2040635841961116,0.5382515660280751,0.0859186232047104,0.0925461415549099,india_water_quality_preprocessed_phase1.csv,5.2,2.1,,14.0,,,8400.0,15000.0,93.0,,,,1079,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
3122,"RIVER GANGA AT MALSALAMI, PATNA CITY, PATNA",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA MALSALAMI, PATNA CITY, PATNA","GANGA|RIVER GANGA MALSALAMI, PATNA CITY, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,15.0,34.0,5.6,10.0,7.16,8.48,188.0,514.0,1.2,2.7,0.0,0.54,7900.0,350000.0,13000.0,540000.0,4.0,3500.0,24.5,7.8,7.82,351.0,1.95,0.27,178950.0,276500.0,1752.0,0.7142857142857142,0.6842105263157894,0.0201539810934606,0.0071739859202145,0.0132203389830508,0.0006828096352026,0.0149111331461282,0.0034560987956776,0.0014595864505056,0.3110368404278508,0.5585198187858158,0.0074875527089368,-0.1851253540507477,-0.2534882608052535,-0.2045836598144924,0.5373717245564397,0.0853746600347262,0.0471993025714367,india_water_quality_preprocessed_phase1.csv,5.6,1.95,,15.0,,,7900.0,13000.0,4.0,,,,3122,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
4297,RIVER GANGA AT KACHCHI-DARGAH-,BIHAR,Ganga,2022,NONE,UNSPECIFIED,RIVER GANGA KACHCHI-DARGAH,GANGA|RIVER GANGA KACHCHI-DARGAH,False,Class_D,3,0,1.4168900804289544,1.3114143920595531,15.0,32.0,5.7,9.6,7.33,8.52,174.0,580.0,1.2,2.8,0.0,0.55,4000.0,240000.0,7900.0,350000.0,93.0,3500.0,23.5,7.65,7.925,377.0,2.0,0.275,122000.0,178950.0,1796.5,0.6825396825396826,0.6710526315789473,0.0205632979241789,0.0077550564308861,0.0135593220338983,0.0006954542580767,0.0101657348076426,0.002236777141,0.0014966592798707,0.0951328906450108,0.4711243458742813,0.0253544877398723,-0.1743030878502396,-0.2475211700959572,-0.2040635841961116,0.3369438373178883,0.0323110528027653,0.0492283969251467,india_water_quality_preprocessed_phase1.csv,5.7,2.0,,15.0,,,4000.0,7900.0,93.0,,,,4297,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
10122,"RIVER GANGA AT TRIVENI GHAT, PATNA",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA TRIVENI GHAT, PATNA","GANGA|RIVER GANGA TRIVENI GHAT, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,14.0,34.0,6.0,10.0,7.14,8.43,151.0,516.0,1.3,3.0,0.0,0.63,1700.0,92000.0,3300.0,160000.0,2.0,5400.0,24.0,8.0,7.785,333.5,2.15,0.315,46850.0,81650.0,2701.0,0.6984126984126984,0.7017543859649122,0.0200175421498879,0.0067828807688009,0.0145762711864406,0.0007966112410697,0.003903808817525,0.0010205803496097,0.0022501957778629,0.2030848655364308,0.6750471160011957,0.0015319076986248,-0.1924095716857052,-0.2296198979680684,-0.1999029792490652,0.0724634909442775,-0.0206165636366994,0.0904714495752738,india_water_quality_preprocessed_phase1.csv,6.0,2.15,,14.0,,,1700.0,3300.0,2.0,,,,10122,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
4301,"RIVER GANGA AT BAKHTIYARPUR-TAJPUR BRIDGE ON GANGA, ATHMALGOLA, PATNA",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA BAKHTIYARPUR-TAJPUR BRIDGE ON GANGA, ATHMALGOLA, PATNA","GANGA|RIVER GANGA BAKHTIYARPUR-TAJPUR BRIDGE ON GANGA, ATHMALGOLA, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,9.0,34.0,5.4,12.0,7.12,8.34,185.0,518.0,1.1,2.9,0.0,0.52,33.0,54000.0,130.0,160000.0,2.0,1300.0,21.5,8.7,7.73,351.5,2.0,0.26,27016.5,80065.0,651.0,0.6190476190476191,0.763157894736842,0.0198031380957021,0.007185160353112,0.0135593220338983,0.0006575203894543,0.0022511686428744,0.0010007687163686,0.000542346335205,-0.3366750089206691,1.0828926562550245,-0.0078269630318651,-0.1849172335468918,-0.2475211700959572,-0.2056238110512541,0.0026621476335522,-0.0214787452611244,-0.0030036835731624,india_water_quality_preprocessed_phase1.csv,5.4,2.0,,9.0,,,33.0,130.0,2.0,,,,4301,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
2553,"RIVER GANGA AT KEWALA GHAT,FATUHA, PATNA",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA KEWALA GHAT,FATUHA, PATNA","GANGA|RIVER GANGA KEWALA GHAT,FATUHA, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,14.0,34.0,5.8,9.2,7.26,8.3,171.0,509.0,1.3,3.0,0.0,0.64,3300.0,350000.0,4900.0,540000.0,14.0,9200.0,24.0,7.5,7.78,340.0,2.15,0.32,176650.0,272450.0,4607.0,0.6984126984126984,0.6578947368421052,0.0199980508722346,0.0069281483964688,0.0145762711864406,0.0008092558639438,0.0147194840472956,0.0034054760104245,0.0038380792108902,0.2030848655364308,0.3837288729627462,0.0006811012685803,-0.1897040051355781,-0.2296198979680684,-0.1993829036306844,0.5292771830173937,0.0831716091962901,0.1773805245903565,india_water_quality_preprocessed_phase1.csv,5.8,2.15,,14.0,,,3300.0,4900.0,14.0,,,,2553,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
3115,"RIVER GANGA AT UMA NATH MANDIR,BARH",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA UMA NATH MANDIR,BARH","GANGA|RIVER GANGA UMA NATH MANDIR,BARH",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,9.0,34.0,5.6,11.2,7.21,8.48,193.0,445.0,1.1,3.0,0.0,0.52,790.0,240000.0,1400.0,350000.0,2.0,3500.0,21.5,8.399999999999999,7.845000000000001,319.0,2.05,0.26,120395.0,175700.0,1751.0,0.6190476190476191,0.7368421052631577,0.0202514374817269,0.0064588222147726,0.0138983050847457,0.0006575203894543,0.0100319970669355,0.002196153918266,0.0014587533532165,-0.3366750089206691,0.9081017104319544,0.0117415848591596,-0.198445066297527,-0.2415540793866609,-0.2056238110512541,0.3312952550699888,0.0305431725003166,0.0471537049455107,india_water_quality_preprocessed_phase1.csv,5.6,2.05,,9.0,,,790.0,1400.0,2.0,,,,3115,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
10130,"RIVER GANGA U/S OF M/S NTPC, BARH WATER INTAKE POINT, BARH",BIHAR,Ganga,2022,UPSTREAM,UPSTREAM,"RIVER GANGA M/S NTPC, BARH WATER INTAKE POINT, BARH","GANGA|RIVER GANGA M/S NTPC, BARH WATER INTAKE POINT, BARH",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,9.0,34.0,5.5,12.1,7.3,8.47,189.0,511.0,1.1,2.7,0.0,0.56,110.0,240000.0,170.0,540000.0,2.0,3500.0,21.5,8.8,7.885,350.0,1.9,0.28,120055.0,270085.0,1751.0,0.6190476190476191,0.7719298245614036,0.0204073677029529,0.0071516370544194,0.0128813559322033,0.0007080988809508,0.0100036663305863,0.0033759148037273,0.0014587533532165,-0.3366750089206691,1.1411563048627154,0.0185480362995159,-0.1855415950584596,-0.2594553515145498,-0.2035435085777308,0.3300986706685647,0.0818851362992774,0.0471537049455107,india_water_quality_preprocessed_phase1.csv,5.5,1.9,,9.0,,,110.0,170.0,2.0,,,,10130,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
1817,"RIVER GANGA AT MOKAMA (U/S), MAHADEO ASTHAN, PATNA",BIHAR,Ganga,2022,UPSTREAM,UPSTREAM,"RIVER GANGA MOKAMA ( ), MAHADEO ASTHAN, PATNA","GANGA|RIVER GANGA MOKAMA ( ), MAHADEO ASTHAN, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,10.0,35.0,5.4,13.1,7.29,8.34,195.0,506.0,1.2,2.7,0.0,0.47,2200.0,540000.0,2600.0,920000.0,2.0,3500.0,22.5,9.25,7.814999999999999,350.5,1.95,0.235,271100.0,461300.0,1751.0,0.6507936507936507,0.8114035087719298,0.0201344898158074,0.007162811487317,0.0132203389830508,0.0005942972750837,0.0225895959537042,0.0057659977375989,0.0014587533532165,-0.1207710591378291,1.4033427235973193,0.0066367462788921,-0.1853334745546037,-0.2534882608052535,-0.2082241891431581,0.8616812910012598,0.1858990538478105,0.0471537049455107,india_water_quality_preprocessed_phase1.csv,5.4,1.95,,10.0,,,2200.0,2600.0,2.0,,,,1817,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
1815,"RIVER GANGA AT MOKAMA (D/S), NEAR RAJENDRA BRIDGE , SIMIRIYA GHAT",BIHAR,Ganga,2022,DOWNSTREAM,DOWNSTREAM,"RIVER GANGA MOKAMA ( ), RAJENDRA BRIDGE , SIMIRIYA GHAT","GANGA|RIVER GANGA MOKAMA ( ), RAJENDRA BRIDGE , SIMIRIYA GHAT",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,10.0,35.0,5.0,11.2,7.21,8.39,196.0,472.0,1.1,2.9,0.0,0.73,170.0,92000.0,260.0,160000.0,2.0,1100.0,22.5,8.1,7.800000000000001,334.0,2.0,0.365,46085.0,80130.0,551.0,0.6507936507936507,0.7105263157894736,0.0200760159828476,0.0067940552016985,0.0135593220338983,0.0009230574698109,0.0038400646607394,0.0010015811808233,0.0004590366062948,-0.1207710591378291,0.7333107646088854,0.0040843269887586,-0.1922014511818492,-0.2475211700959572,-0.1947022230652571,0.0697711760410731,-0.0214433876550754,-0.007563446165769,india_water_quality_preprocessed_phase1.csv,5.0,2.0,,10.0,,,170.0,260.0,2.0,,,,1815,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
3123,"RIVER GANGA AT BARAHIYA, NEPALITOLA, MARANCHI, HATHIDAH AT MOKAMA, PATNA",BIHAR,Ganga,2022,NONE,UNSPECIFIED,"RIVER GANGA BARAHIYA, NEPALITOLA, MARANCHI, HATHIDAH MOKAMA, PATNA","GANGA|RIVER GANGA BARAHIYA, NEPALITOLA, MARANCHI, HATHIDAH MOKAMA, PATNA",False,Class_D,3,0,1.4168900804289544,1.3114143920595531,9.0,37.0,5.1,13.4,7.25,8.23,201.0,515.0,1.4,2.9,0.0,0.46,2700.0,240000.0,3400.0,350000.0,6.0,5400.0,23.0,9.25,7.74,358.0,2.15,0.23,121350.0,176700.0,2703.0,0.6666666666666666,0.8114035087719298,0.0198421206510086,0.0073304279807799,0.0145762711864406,0.0005816526522096,0.0101115731057986,0.002208653371415,0.0022518619724411,-0.0128190842464091,1.4033427235973193,-0.006125350171776,-0.1822116669967648,-0.2296198979680684,-0.2087442647615389,0.3346562494916362,0.0310871356703008,0.090562644827126,india_water_quality_preprocessed_phase1.csv,5.1,2.15,,9.0,,,2700.0,3400.0,6.0,,,,3123,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,2,"DO, BOD",pH,Medium,None,0,0.0,Low Risk,Medium
